
[<DEVICE ID 1bfa:0498 on Bus 001 Address 006>]
[u'USB::7162::1176::0000803::INSTR']
Metrolab Technology SA,THM1176-MF,0000803,elD1-prD0-fw3.1
Ranges: 0.1 T,0.3 T,1 T,3 T
Auto ranging? ON
---------------------------------------------------------------------------------
                         date           Bx           By           Bz          |B|
   2018-07-18 14:43:52.989091   +0.00391 T   -0.00363 T   -0.00367 T   0.00648 T
   2018-07-18 14:43:55.078832   +0.00375 T   -0.00439 T   -0.00354 T   0.00677 T
   2018-07-18 14:43:57.168515   +0.00483 T   -0.00480 T   -0.00323 T   0.00754 T
   2018-07-18 14:43:59.258277   +0.00470 T   -0.00468 T   -0.00422 T   0.00786 T
   2018-07-18 14:44:01.347874   +0.00388 T   -0.00314 T   -0.00296 T   0.00580 T
   2018-07-18 14:44:03.438014   +0.00467 T   -0.00374 T   -0.00336 T   0.00686 T
   2018-07-18 14:44:05.527533   +0.00515 T   -0.00465 T   -0.00405 T   0.00803 T
   2018-07-18 14:44:07.617275   +0.00450 T   -0.00418 T   -0.00418 T   0.00743 T
   2018-07-18 14:44:09.706902   +0.00518 T   -0.00438 T   -0.00464 T   0.00822 T
   2018-07-18 14:44:11.796622   +0.00501 T   -0.00408 T   -0.00311 T   0.00717 T
   2018-07-18 14:44:13.886268   +0.00498 T   -0.00358 T   -0.00363 T   0.00713 T
   2018-07-18 14:44:15.975982   +0.00419 T   -0.00357 T   -0.00432 T   0.00700 T
   2018-07-18 14:44:18.065683   +0.00466 T   -0.00418 T   -0.00377 T   0.00731 T
   2018-07-18 14:44:20.155402   +0.00422 T   -0.00423 T   -0.00339 T   0.00687 T
   2018-07-18 14:44:22.245079   +0.00468 T   -0.00466 T   -0.00406 T   0.00775 T
   2018-07-18 14:44:24.334782   +0.00595 T   -0.00421 T   -0.00434 T   0.00848 T
   2018-07-18 14:44:26.424854   +0.00500 T   -0.00422 T   -0.00338 T   0.00736 T
   2018-07-18 14:44:28.514071   +0.00453 T   -0.00423 T   -0.00380 T   0.00727 T
   2018-07-18 14:44:30.603730   +0.00453 T   -0.00347 T   -0.00380 T   0.00686 T
   2018-07-18 14:44:32.693491   +0.00514 T   -0.00388 T   -0.00322 T   0.00720 T
   2018-07-18 14:44:34.783310   +0.00404 T   -0.00406 T   -0.00337 T   0.00665 T
   2018-07-18 14:44:36.872900   +0.00403 T   -0.00328 T   -0.00349 T   0.00626 T
   2018-07-18 14:44:38.962795   +0.00402 T   -0.00342 T   -0.00404 T   0.00665 T
   2018-07-18 14:44:41.052299   +0.00419 T   -0.00389 T   -0.00323 T   0.00657 T
   2018-07-18 14:44:43.141989   +0.00406 T   -0.00408 T   -0.00408 T   0.00706 T
   2018-07-18 14:44:45.231695   +0.00438 T   -0.00393 T   -0.00395 T   0.00709 T
   2018-07-18 14:44:47.321377   +0.00420 T   -0.00299 T   -0.00240 T   0.00569 T
   2018-07-18 14:44:49.411747   +0.00533 T   -0.00408 T   -0.00283 T   0.00728 T
   2018-07-18 14:44:51.500904   +0.00422 T   -0.00361 T   -0.00339 T   0.00651 T
   2018-07-18 14:44:53.590615   +0.00405 T   -0.00421 T   -0.00296 T   0.00655 T
   2018-07-18 14:44:55.680306   +0.00500 T   -0.00482 T   -0.00407 T   0.00805 T
   2018-07-18 14:44:57.770107   +0.00530 T   -0.00508 T   -0.00336 T   0.00807 T
   2018-07-18 14:44:59.859790   +0.00597 T   -0.00439 T   -0.00353 T   0.00821 T
   2018-07-18 14:45:01.949750   +0.00451 T   -0.00389 T   -0.00364 T   0.00698 T
   2018-07-18 14:45:04.039128   +0.00499 T   -0.00435 T   -0.00309 T   0.00731 T
   2018-07-18 14:45:06.128864   +0.00406 T   -0.00484 T   -0.00422 T   0.00760 T
   2018-07-18 14:45:08.218564   +0.00484 T   -0.00407 T   -0.00296 T   0.00698 T
   2018-07-18 14:45:10.308385   +0.00609 T   -0.00538 T   -0.00460 T   0.00934 T
   2018-07-18 14:45:12.397949   +0.00450 T   -0.00357 T   -0.00418 T   0.00710 T
   2018-07-18 14:45:14.487501   +0.00371 T   -0.00328 T   -0.00322 T   0.00591 T
   2018-07-18 14:45:16.577355   +0.00482 T   -0.00357 T   -0.00418 T   0.00731 T
   2018-07-18 14:45:18.666945   +0.00497 T   -0.00357 T   -0.00307 T   0.00685 T
   2018-07-18 14:45:20.756793   +0.00561 T   -0.00417 T   -0.00280 T   0.00753 T
   2018-07-18 14:45:22.846364   +0.00484 T   -0.00406 T   -0.00337 T   0.00716 T
   2018-07-18 14:45:24.936354   +0.00498 T   -0.00403 T   -0.00446 T   0.00781 T
   2018-07-18 14:45:27.025689   +0.00403 T   -0.00329 T   -0.00295 T   0.00598 T
   2018-07-18 14:45:29.105618   +0.00475 T   -0.00484 T   -0.00425 T   0.00800 T
   2018-07-18 14:45:31.195161   +0.00513 T   -0.00446 T   -0.00431 T   0.00805 T
   2018-07-18 14:45:33.285477   +0.00465 T   -0.00372 T   -0.00266 T   0.00652 T
   2018-07-18 14:45:35.374603   +0.00499 T   -0.00436 T   -0.00337 T   0.00743 T
   2018-07-18 14:45:37.464257   +0.00467 T   -0.00494 T   -0.00461 T   0.00821 T
   2018-07-18 14:45:39.553962   +0.00357 T   -0.00377 T   -0.00366 T   0.00635 T
   2018-07-18 14:45:41.643662   +0.00437 T   -0.00375 T   -0.00406 T   0.00705 T
   2018-07-18 14:45:43.733405   +0.00419 T   -0.00344 T   -0.00378 T   0.00661 T
   2018-07-18 14:45:45.823165   +0.00450 T   -0.00373 T   -0.00363 T   0.00688 T
   2018-07-18 14:45:47.913022   +0.00435 T   -0.00314 T   -0.00323 T   0.00626 T
   2018-07-18 14:45:50.002492   +0.00531 T   -0.00299 T   -0.00351 T   0.00703 T
   2018-07-18 14:45:52.092152   +0.00482 T   -0.00312 T   -0.00280 T   0.00639 T
   2018-07-18 14:45:54.181911   +0.00388 T   -0.00374 T   -0.00419 T   0.00683 T
   2018-07-18 14:45:56.271985   +0.00434 T   -0.00463 T   -0.00459 T   0.00783 T
   2018-07-18 14:45:58.361307   +0.00467 T   -0.00343 T   -0.00309 T   0.00657 T
   2018-07-18 14:46:00.451290   +0.00436 T   -0.00375 T   -0.00310 T   0.00653 T
   2018-07-18 14:46:02.540744   +0.00435 T   -0.00344 T   -0.00392 T   0.00679 T
   2018-07-18 14:46:04.630410   +0.00358 T   -0.00407 T   -0.00311 T   0.00625 T
   2018-07-18 14:46:06.720187   +0.00434 T   -0.00402 T   -0.00308 T   0.00667 T
   2018-07-18 14:46:08.809823   +0.00450 T   -0.00417 T   -0.00321 T   0.00692 T
   2018-07-18 14:46:10.899729   +0.00545 T   -0.00508 T   -0.00404 T   0.00848 T
   2018-07-18 14:46:12.989292   +0.00532 T   -0.00452 T   -0.00407 T   0.00808 T
   2018-07-18 14:46:15.078906   +0.00656 T   -0.00477 T   -0.00445 T   0.00925 T
   2018-07-18 14:46:17.168926   +0.00530 T   -0.00450 T   -0.00281 T   0.00750 T
   2018-07-18 14:46:19.258365   +0.00451 T   -0.00435 T   -0.00295 T   0.00693 T
   2018-07-18 14:46:21.347989   +0.00418 T   -0.00372 T   -0.00335 T   0.00652 T
   2018-07-18 14:46:23.438042   +0.00467 T   -0.00524 T   -0.00419 T   0.00817 T
   2018-07-18 14:46:25.527439   +0.00563 T   -0.00511 T   -0.00379 T   0.00850 T
   2018-07-18 14:46:27.617136   +0.00530 T   -0.00539 T   -0.00349 T   0.00833 T
   2018-07-18 14:46:29.706863   +0.00514 T   -0.00418 T   -0.00336 T   0.00743 T
   2018-07-18 14:46:31.796547   +0.00372 T   -0.00479 T   -0.00461 T   0.00762 T
   2018-07-18 14:46:33.886322   +0.00434 T   -0.00358 T   -0.00322 T   0.00648 T
   2018-07-18 14:46:35.975907   +0.00514 T   -0.00479 T   -0.00446 T   0.00832 T
   2018-07-18 14:46:38.065704   +0.00390 T   -0.00497 T   -0.00422 T   0.00760 T
   2018-07-18 14:46:40.155653   +0.00466 T   -0.00449 T   -0.00474 T   0.00802 T
   2018-07-18 14:46:42.245143   +0.00469 T   -0.00483 T   -0.00366 T   0.00766 T
   2018-07-18 14:46:44.334818   +0.00482 T   -0.00402 T   -0.00432 T   0.00762 T
   2018-07-18 14:46:46.424628   +0.00502 T   -0.00394 T   -0.00409 T   0.00758 T
   2018-07-18 14:46:48.514285   +0.00530 T   -0.00450 T   -0.00419 T   0.00812 T
   2018-07-18 14:46:50.603997   +0.00437 T   -0.00346 T   -0.00338 T   0.00652 T
   2018-07-18 14:46:52.693654   +0.00419 T   -0.00388 T   -0.00294 T   0.00642 T
   2018-07-18 14:46:54.783449   +0.00576 T   -0.00478 T   -0.00473 T   0.00885 T
   2018-07-18 14:46:56.873098   +0.00468 T   -0.00375 T   -0.00296 T   0.00669 T
   2018-07-18 14:46:58.962838   +0.00545 T   -0.00461 T   -0.00362 T   0.00800 T
   2018-07-18 14:47:01.052531   +0.00467 T   -0.00435 T   -0.00475 T   0.00796 T
   2018-07-18 14:47:03.142326   +0.00609 T   -0.00478 T   -0.00308 T   0.00833 T
   2018-07-18 14:47:05.231771   +0.00421 T   -0.00422 T   -0.00379 T   0.00706 T
   2018-07-18 14:47:07.321449   +0.00406 T   -0.00347 T   -0.00367 T   0.00648 T
   2018-07-18 14:47:09.411409   +0.00450 T   -0.00417 T   -0.00336 T   0.00699 T
   2018-07-18 14:47:11.500888   +0.00530 T   -0.00418 T   -0.00391 T   0.00780 T
   2018-07-18 14:47:13.590568   +0.00388 T   -0.00465 T   -0.00281 T   0.00668 T
   2018-07-18 14:47:15.680261   +0.00468 T   -0.00436 T   -0.00351 T   0.00730 T
   2018-07-18 14:47:17.770062   +0.00467 T   -0.00450 T   -0.00405 T   0.00765 T
   2018-07-18 14:47:19.859748   +0.00529 T   -0.00387 T   -0.00418 T   0.00777 T
   2018-07-18 14:47:21.949411   +0.00530 T   -0.00358 T   -0.00322 T   0.00716 T
   2018-07-18 14:47:24.039249   +0.00485 T   -0.00393 T   -0.00311 T   0.00697 T
   2018-07-18 14:47:26.129020   +0.00533 T   -0.00422 T   -0.00352 T   0.00766 T
   2018-07-18 14:47:28.218553   +0.00496 T   -0.00356 T   -0.00320 T   0.00689 T
   2018-07-18 14:47:30.308357   +0.00481 T   -0.00402 T   -0.00321 T   0.00704 T
   2018-07-18 14:47:32.398329   +0.00468 T   -0.00377 T   -0.00310 T   0.00676 T
   2018-07-18 14:47:34.487776   +0.00468 T   -0.00407 T   -0.00352 T   0.00713 T
   2018-07-18 14:47:36.577421   +0.00436 T   -0.00374 T   -0.00406 T   0.00703 T
   2018-07-18 14:47:38.666983   +0.00435 T   -0.00284 T   -0.00378 T   0.00642 T
   2018-07-18 14:47:40.756916   +0.00499 T   -0.00420 T   -0.00406 T   0.00768 T
   2018-07-18 14:47:42.846552   +0.00390 T   -0.00438 T   -0.00394 T   0.00707 T
   2018-07-18 14:47:44.936490   +0.00467 T   -0.00388 T   -0.00405 T   0.00730 T
   2018-07-18 14:47:47.026137   +0.00466 T   -0.00432 T   -0.00294 T   0.00700 T
   2018-07-18 14:47:49.105500   +0.00427 T   -0.00406 T   -0.00465 T   0.00751 T
   2018-07-18 14:47:51.202473   +0.00403 T   -0.00373 T   -0.00322 T   0.00637 T
   2018-07-18 14:47:53.284900   +0.00431 T   -0.00339 T   -0.00305 T   0.00627 T
   2018-07-18 14:47:55.374518   +0.00419 T   -0.00374 T   -0.00405 T   0.00692 T
   2018-07-18 14:47:57.464397   +0.00465 T   -0.00416 T   -0.00265 T   0.00678 T
   2018-07-18 14:47:59.554087   +0.00435 T   -0.00329 T   -0.00323 T   0.00634 T
   2018-07-18 14:48:01.643806   +0.00469 T   -0.00378 T   -0.00422 T   0.00735 T
   2018-07-18 14:48:03.733456   +0.00437 T   -0.00483 T   -0.00339 T   0.00734 T
   2018-07-18 14:48:05.823273   +0.00437 T   -0.00468 T   -0.00353 T   0.00731 T
   2018-07-18 14:48:07.913177   +0.00547 T   -0.00480 T   -0.00462 T   0.00862 T
   2018-07-18 14:48:10.002949   +0.00530 T   -0.00327 T   -0.00280 T   0.00683 T
   2018-07-18 14:48:12.092386   +0.00515 T   -0.00465 T   -0.00447 T   0.00825 T
   2018-07-18 14:48:14.182086   +0.00422 T   -0.00363 T   -0.00311 T   0.00638 T
   2018-07-18 14:48:16.271766   +0.00370 T   -0.00311 T   -0.00390 T   0.00621 T
   2018-07-18 14:48:18.361456   +0.00514 T   -0.00524 T   -0.00446 T   0.00859 T
   2018-07-18 14:48:20.451172   +0.00627 T   -0.00451 T   -0.00407 T   0.00873 T
   2018-07-18 14:48:22.540935   +0.00485 T   -0.00422 T   -0.00339 T   0.00727 T
   2018-07-18 14:48:24.630586   +0.00435 T   -0.00479 T   -0.00447 T   0.00786 T
   2018-07-18 14:48:26.720283   +0.00406 T   -0.00317 T   -0.00353 T   0.00624 T
   2018-07-18 14:48:28.810095   +0.00483 T   -0.00404 T   -0.00461 T   0.00780 T
   2018-07-18 14:48:30.900155   +0.00468 T   -0.00466 T   -0.00365 T   0.00755 T
   2018-07-18 14:48:32.989440   +0.00467 T   -0.00328 T   -0.00336 T   0.00662 T
   2018-07-18 14:48:35.079004   +0.00434 T   -0.00417 T   -0.00321 T   0.00682 T
   2018-07-18 14:48:37.168841   +0.00469 T   -0.00437 T   -0.00297 T   0.00706 T
   2018-07-18 14:48:39.258362   +0.00452 T   -0.00389 T   -0.00323 T   0.00678 T
   2018-07-18 14:48:41.348178   +0.00469 T   -0.00497 T   -0.00379 T   0.00781 T
   2018-07-18 14:48:43.437808   +0.00484 T   -0.00482 T   -0.00379 T   0.00781 T
   2018-07-18 14:48:45.527693   +0.00450 T   -0.00371 T   -0.00418 T   0.00718 T
   2018-07-18 14:48:47.617208   +0.00406 T   -0.00393 T   -0.00366 T   0.00673 T
   2018-07-18 14:48:49.706974   +0.00421 T   -0.00467 T   -0.00407 T   0.00749 T
   2018-07-18 14:48:51.796665   +0.00532 T   -0.00345 T   -0.00255 T   0.00683 T
   2018-07-18 14:48:53.886967   +0.00434 T   -0.00461 T   -0.00376 T   0.00736 T
   2018-07-18 14:48:55.976020   +0.00435 T   -0.00388 T   -0.00475 T   0.00752 T
   2018-07-18 14:48:58.065775   +0.00513 T   -0.00492 T   -0.00418 T   0.00825 T
   2018-07-18 14:49:00.155497   +0.00484 T   -0.00421 T   -0.00421 T   0.00767 T
   2018-07-18 14:49:02.245104   +0.00405 T   -0.00452 T   -0.00393 T   0.00723 T
   2018-07-18 14:49:04.334832   +0.00466 T   -0.00388 T   -0.00391 T   0.00722 T
   2018-07-18 14:49:06.424754   +0.00483 T   -0.00480 T   -0.00405 T   0.00792 T
   2018-07-18 14:49:08.514301   +0.00529 T   -0.00523 T   -0.00390 T   0.00840 T
   2018-07-18 14:49:10.604000   +0.00501 T   -0.00437 T   -0.00325 T   0.00740 T
   2018-07-18 14:49:12.693619   +0.00512 T   -0.00385 T   -0.00348 T   0.00729 T
   2018-07-18 14:49:14.783340   +0.00405 T   -0.00526 T   -0.00435 T   0.00794 T
   2018-07-18 14:49:16.873642   +0.00404 T   -0.00314 T   -0.00392 T   0.00645 T
   2018-07-18 14:49:18.962743   +0.00452 T   -0.00481 T   -0.00379 T   0.00761 T
   2018-07-18 14:49:21.052489   +0.00406 T   -0.00377 T   -0.00353 T   0.00657 T
   2018-07-18 14:49:23.142199   +0.00579 T   -0.00480 T   -0.00392 T   0.00848 T
   2018-07-18 14:49:25.231835   +0.00498 T   -0.00373 T   -0.00294 T   0.00688 T
   2018-07-18 14:49:27.321561   +0.00405 T   -0.00422 T   -0.00421 T   0.00721 T
   2018-07-18 14:49:29.411520   +0.00516 T   -0.00436 T   -0.00393 T   0.00782 T
   2018-07-18 14:49:31.500949   +0.00500 T   -0.00496 T   -0.00407 T   0.00813 T
   2018-07-18 14:49:33.590683   +0.00450 T   -0.00464 T   -0.00474 T   0.00802 T
   2018-07-18 14:49:35.680369   +0.00529 T   -0.00522 T   -0.00418 T   0.00853 T
   2018-07-18 14:49:37.770342   +0.00626 T   -0.00449 T   -0.00433 T   0.00884 T
   2018-07-18 14:49:39.859909   +0.00434 T   -0.00449 T   -0.00460 T   0.00776 T
   2018-07-18 14:49:41.949534   +0.00516 T   -0.00437 T   -0.00379 T   0.00775 T
   2018-07-18 14:49:44.039193   +0.00607 T   -0.00445 T   -0.00375 T   0.00841 T
   2018-07-18 14:49:46.118935   +0.00443 T   -0.00377 T   -0.00383 T   0.00696 T
   2018-07-18 14:49:48.208589   +0.00547 T   -0.00481 T   -0.00448 T   0.00855 T
   2018-07-18 14:49:50.298332   +0.00419 T   -0.00358 T   -0.00281 T   0.00619 T
   2018-07-18 14:49:52.388312   +0.00386 T   -0.00446 T   -0.00349 T   0.00685 T
   2018-07-18 14:49:54.477696   +0.00592 T   -0.00477 T   -0.00389 T   0.00854 T
   2018-07-18 14:49:56.567454   +0.00403 T   -0.00343 T   -0.00295 T   0.00606 T
   2018-07-18 14:49:58.657135   +0.00453 T   -0.00391 T   -0.00379 T   0.00708 T
   2018-07-18 14:50:00.747140   +0.00434 T   -0.00402 T   -0.00336 T   0.00680 T
   2018-07-18 14:50:02.836693   +0.00450 T   -0.00431 T   -0.00321 T   0.00701 T
   2018-07-18 14:50:04.926366   +0.00417 T   -0.00461 T   -0.00279 T   0.00681 T
   2018-07-18 14:50:07.016028   +0.00560 T   -0.00385 T   -0.00306 T   0.00745 T
   2018-07-18 14:50:09.105809   +0.00469 T   -0.00408 T   -0.00408 T   0.00744 T
   2018-07-18 14:50:11.195509   +0.00480 T   -0.00446 T   -0.00348 T   0.00742 T
   2018-07-18 14:50:13.285168   +0.00452 T   -0.00406 T   -0.00365 T   0.00709 T
   2018-07-18 14:50:15.375069   +0.00563 T   -0.00406 T   -0.00420 T   0.00811 T
   2018-07-18 14:50:17.464560   +0.00547 T   -0.00496 T   -0.00337 T   0.00812 T
   2018-07-18 14:50:19.554312   +0.00419 T   -0.00328 T   -0.00364 T   0.00645 T
   2018-07-18 14:50:21.643986   +0.00406 T   -0.00393 T   -0.00325 T   0.00652 T
   2018-07-18 14:50:23.733632   +0.00530 T   -0.00464 T   -0.00378 T   0.00799 T
   2018-07-18 14:50:25.823335   +0.00512 T   -0.00461 T   -0.00334 T   0.00766 T
   2018-07-18 14:50:27.913207   +0.00514 T   -0.00508 T   -0.00446 T   0.00849 T
   2018-07-18 14:50:30.002701   +0.00579 T   -0.00421 T   -0.00434 T   0.00837 T
   2018-07-18 14:50:32.092334   +0.00468 T   -0.00360 T   -0.00323 T   0.00673 T
   2018-07-18 14:50:34.182022   +0.00450 T   -0.00432 T   -0.00405 T   0.00744 T
   2018-07-18 14:50:36.271789   +0.00512 T   -0.00416 T   -0.00362 T   0.00752 T
   2018-07-18 14:50:38.361691   +0.00370 T   -0.00326 T   -0.00349 T   0.00604 T
   2018-07-18 14:50:40.451202   +0.00453 T   -0.00392 T   -0.00338 T   0.00688 T
   2018-07-18 14:50:42.540921   +0.00434 T   -0.00386 T   -0.00293 T   0.00651 T
   2018-07-18 14:50:44.630708   +0.00401 T   -0.00446 T   -0.00306 T   0.00673 T
   2018-07-18 14:50:46.720526   +0.00419 T   -0.00388 T   -0.00378 T   0.00685 T
   2018-07-18 14:50:48.810860   +0.00559 T   -0.00460 T   -0.00402 T   0.00828 T
   2018-07-18 14:50:50.900822   +0.00434 T   -0.00463 T   -0.00363 T   0.00731 T
   2018-07-18 14:50:52.990278   +0.00451 T   -0.00539 T   -0.00433 T   0.00825 T
   2018-07-18 14:50:55.079995   +0.00436 T   -0.00344 T   -0.00282 T   0.00623 T
   2018-07-18 14:50:57.169669   +0.00548 T   -0.00407 T   -0.00338 T   0.00762 T
   2018-07-18 14:50:59.259393   +0.00404 T   -0.00420 T   -0.00365 T   0.00688 T
   2018-07-18 14:51:01.349115   +0.00483 T   -0.00480 T   -0.00405 T   0.00792 T
   2018-07-18 14:51:03.438796   +0.00450 T   -0.00387 T   -0.00363 T   0.00696 T
   2018-07-18 14:51:05.528462   +0.00513 T   -0.00432 T   -0.00431 T   0.00797 T
   2018-07-18 14:51:07.617524   +0.00465 T   -0.00355 T   -0.00375 T   0.00695 T
   2018-07-18 14:51:09.707829   +0.00468 T   -0.00511 T   -0.00435 T   0.00818 T
   2018-07-18 14:51:11.797481   +0.00530 T   -0.00479 T   -0.00433 T   0.00835 T
   2018-07-18 14:51:13.887475   +0.00450 T   -0.00357 T   -0.00431 T   0.00718 T
   2018-07-18 14:51:15.976868   +0.00499 T   -0.00464 T   -0.00295 T   0.00743 T
   2018-07-18 14:51:18.066587   +0.00466 T   -0.00479 T   -0.00308 T   0.00736 T
   2018-07-18 14:51:20.156242   +0.00578 T   -0.00585 T   -0.00378 T   0.00905 T
   2018-07-18 14:51:22.246062   +0.00449 T   -0.00356 T   -0.00431 T   0.00717 T
   2018-07-18 14:51:24.335719   +0.00529 T   -0.00402 T   -0.00307 T   0.00732 T
   2018-07-18 14:51:26.425422   +0.00418 T   -0.00386 T   -0.00418 T   0.00706 T
   2018-07-18 14:51:28.515101   +0.00387 T   -0.00358 T   -0.00418 T   0.00673 T
   2018-07-18 14:51:30.605172   +0.00465 T   -0.00417 T   -0.00404 T   0.00744 T
   2018-07-18 14:51:32.694629   +0.00452 T   -0.00406 T   -0.00365 T   0.00709 T
   2018-07-18 14:51:34.784360   +0.00576 T   -0.00371 T   -0.00320 T   0.00756 T
   2018-07-18 14:51:36.874260   +0.00435 T   -0.00464 T   -0.00364 T   0.00733 T
   2018-07-18 14:51:38.963688   +0.00435 T   -0.00435 T   -0.00350 T   0.00708 T
   2018-07-18 14:51:41.053424   +0.00385 T   -0.00370 T   -0.00306 T   0.00615 T
   2018-07-18 14:51:43.143171   +0.00561 T   -0.00477 T   -0.00445 T   0.00860 T
   2018-07-18 14:51:45.232853   +0.00562 T   -0.00434 T   -0.00419 T   0.00824 T
   2018-07-18 14:51:47.322556   +0.00372 T   -0.00315 T   -0.00406 T   0.00634 T
   2018-07-18 14:51:49.412214   +0.00450 T   -0.00434 T   -0.00391 T   0.00737 T
   2018-07-18 14:51:51.502077   +0.00420 T   -0.00344 T   -0.00296 T   0.00618 T
   2018-07-18 14:51:53.591514   +0.00532 T   -0.00436 T   -0.00421 T   0.00806 T
   2018-07-18 14:51:55.681038   +0.00404 T   -0.00391 T   -0.00337 T   0.00655 T
   2018-07-18 14:51:57.771019   +0.00450 T   -0.00327 T   -0.00321 T   0.00642 T
   2018-07-18 14:51:59.860845   +0.00499 T   -0.00420 T   -0.00365 T   0.00747 T
   2018-07-18 14:52:01.950461   +0.00499 T   -0.00495 T   -0.00364 T   0.00792 T
   2018-07-18 14:52:04.040041   +0.00468 T   -0.00345 T   -0.00379 T   0.00694 T
   2018-07-18 14:52:06.129834   +0.00449 T   -0.00431 T   -0.00306 T   0.00694 T
   2018-07-18 14:52:08.219435   +0.00419 T   -0.00312 T   -0.00280 T   0.00593 T
   2018-07-18 14:52:10.309245   +0.00389 T   -0.00361 T   -0.00338 T   0.00629 T
   2018-07-18 14:52:12.399049   +0.00465 T   -0.00356 T   -0.00375 T   0.00695 T
   2018-07-18 14:52:14.489174   +0.00405 T   -0.00392 T   -0.00366 T   0.00672 T
   2018-07-18 14:52:16.578215   +0.00496 T   -0.00429 T   -0.00306 T   0.00724 T
   2018-07-18 14:52:18.667893   +0.00452 T   -0.00389 T   -0.00365 T   0.00699 T
   2018-07-18 14:52:20.757643   +0.00610 T   -0.00494 T   -0.00378 T   0.00871 T
   2018-07-18 14:52:22.847581   +0.00513 T   -0.00402 T   -0.00418 T   0.00774 T
   2018-07-18 14:52:24.937057   +0.00483 T   -0.00404 T   -0.00323 T   0.00708 T
   2018-07-18 14:52:27.026757   +0.00480 T   -0.00339 T   -0.00347 T   0.00682 T
   2018-07-18 14:52:29.116448   +0.00498 T   -0.00417 T   -0.00446 T   0.00788 T
   2018-07-18 14:52:31.206149   +0.00386 T   -0.00416 T   -0.00376 T   0.00681 T
   2018-07-18 14:52:33.295837   +0.00465 T   -0.00327 T   -0.00349 T   0.00667 T
   2018-07-18 14:52:35.385822   +0.00402 T   -0.00402 T   -0.00279 T   0.00633 T
   2018-07-18 14:52:37.474842   +0.00496 T   -0.00400 T   -0.00334 T   0.00719 T
   2018-07-18 14:52:39.565022   +0.00389 T   -0.00406 T   -0.00379 T   0.00678 T
   2018-07-18 14:52:41.654650   +0.00437 T   -0.00437 T   -0.00324 T   0.00698 T
   2018-07-18 14:52:43.744350   +0.00465 T   -0.00431 T   -0.00418 T   0.00759 T
   2018-07-18 14:52:45.834086   +0.00482 T   -0.00358 T   -0.00308 T   0.00675 T
   2018-07-18 14:52:47.923751   +0.00447 T   -0.00444 T   -0.00360 T   0.00726 T
   2018-07-18 14:52:50.013500   +0.00465 T   -0.00370 T   -0.00362 T   0.00696 T
   2018-07-18 14:52:52.103164   +0.00499 T   -0.00435 T   -0.00392 T   0.00769 T
   2018-07-18 14:52:54.192874   +0.00419 T   -0.00358 T   -0.00322 T   0.00638 T
   2018-07-18 14:52:56.282585   +0.00496 T   -0.00400 T   -0.00361 T   0.00732 T
   2018-07-18 14:52:58.372750   +0.00484 T   -0.00451 T   -0.00365 T   0.00756 T
   2018-07-18 14:53:00.461090   +0.00482 T   -0.00388 T   -0.00336 T   0.00704 T
   2018-07-18 14:53:02.551647   +0.00451 T   -0.00328 T   -0.00336 T   0.00651 T
   2018-07-18 14:53:04.641343   +0.00436 T   -0.00329 T   -0.00282 T   0.00615 T
   2018-07-18 14:53:06.731072   +0.00483 T   -0.00373 T   -0.00323 T   0.00690 T
   2018-07-18 14:53:08.820750   +0.00531 T   -0.00435 T   -0.00406 T   0.00798 T
   2018-07-18 14:53:10.910484   +0.00545 T   -0.00416 T   -0.00459 T   0.00825 T
   2018-07-18 14:53:13.000214   +0.00480 T   -0.00415 T   -0.00348 T   0.00724 T
   2018-07-18 14:53:15.089870   +0.00450 T   -0.00313 T   -0.00322 T   0.00636 T
   2018-07-18 14:53:17.179573   +0.00452 T   -0.00510 T   -0.00364 T   0.00773 T
   2018-07-18 14:53:19.269288   +0.00497 T   -0.00416 T   -0.00321 T   0.00723 T
   2018-07-18 14:53:21.359528   +0.00417 T   -0.00356 T   -0.00362 T   0.00657 T
   2018-07-18 14:53:23.447838   +0.00575 T   -0.00474 T   -0.00444 T   0.00867 T
   2018-07-18 14:53:25.537700   +0.00544 T   -0.00461 T   -0.00334 T   0.00787 T
   2018-07-18 14:53:27.628159   +0.00484 T   -0.00480 T   -0.00420 T   0.00801 T
   2018-07-18 14:53:29.718008   +0.00496 T   -0.00355 T   -0.00319 T   0.00688 T
   2018-07-18 14:53:31.807614   +0.00561 T   -0.00478 T   -0.00431 T   0.00854 T
   2018-07-18 14:53:33.897330   +0.00404 T   -0.00436 T   -0.00406 T   0.00720 T
   2018-07-18 14:53:35.987017   +0.00466 T   -0.00402 T   -0.00377 T   0.00722 T
   2018-07-18 14:53:38.076765   +0.00544 T   -0.00536 T   -0.00362 T   0.00845 T
   2018-07-18 14:53:40.166497   +0.00405 T   -0.00330 T   -0.00393 T   0.00654 T
   2018-07-18 14:53:42.256156   +0.00545 T   -0.00478 T   -0.00431 T   0.00843 T
   2018-07-18 14:53:44.346233   +0.00482 T   -0.00464 T   -0.00349 T   0.00755 T
   2018-07-18 14:53:46.434442   +0.00450 T   -0.00417 T   -0.00349 T   0.00706 T
   2018-07-18 14:53:48.525138   +0.00532 T   -0.00481 T   -0.00393 T   0.00818 T
   2018-07-18 14:53:50.614840   +0.00465 T   -0.00371 T   -0.00293 T   0.00663 T
   2018-07-18 14:53:52.704506   +0.00511 T   -0.00310 T   -0.00292 T   0.00665 T
